program,site,area,tool_id,task_id,task_name,workstream,owner,planned_start,planned_finish,actual_finish,status,gate,depends_on,risk_level,notes
Helios-NewBay,Hillsboro,Bay-8,T-HE-03,FT-10585,Install tool in bay,Hardware,Controls Eng,2025-12-11,2025-12-22,2025-12-26,Done,Install,"Power drop install,Tool delivered to dock,Rigging scheduled,Exhaust hookup,CDA hookup",Low,
Helios-NewBay,Hillsboro,Bay-8,T-HE-03,FT-10586,EHS walkdown,EHS,EHS,2025-12-14,2025-12-23,,In Progress,Install,Install tool in bay,Low,
Helios-NewBay,Hillsboro,Bay-8,T-HE-03,FT-10587,PLC flash + config,Controls,Supplier Mgmt,2025-12-17,2025-12-26,,In Progress,PowerOn,"Install tool in bay,Network VLAN approved",Low,
Helios-NewBay,Hillsboro,Bay-8,T-HE-03,FT-10588,IO checkout,Controls,Supplier Mgmt,2025-12-20,2025-12-25,2026-01-01,Done,PowerOn,PLC flash + config,Low,
Helios-NewBay,Hillsboro,Bay-8,T-HE-03,FT-10589,Safety interlock validation,Controls,Mech Eng,2025-12-23,2026-01-01,,In Progress,PowerOn,IO checkout,Medium,
Helios-NewBay,Hillsboro,Bay-8,T-HE-03,FT-10590,Dry run cycle,Controls,IT/Network,2025-12-26,2026-01-04,,In Progress,Comm,Safety interlock validation,Low,
Helios-NewBay,Hillsboro,Bay-8,T-HE-03,FT-10591,Process baseline run,Hardware,Facilities Eng,2025-12-29,2026-01-05,,In Progress,Comm,Dry run cycle,Low,
Helios-NewBay,Hillsboro,Bay-8,T-HE-03,FT-10592,SAT dry-run,Hardware,Supplier Mgmt,2026-01-01,2026-01-08,2026-01-12,Done,SAT,"Process baseline run,EHS walkdown",Low,
Helios-NewBay,Hillsboro,Bay-8,T-HE-03,FT-10593,SAT acceptance,Hardware,Controls Eng,2026-01-04,2026-01-07,2026-01-09,Done,SAT,SAT dry-run,Medium,
Helios-NewBay,Fremont,Bay-1,T-HE-04,FT-10594,Layout approval,Facilities,Facilities Eng,2025-09-24,2025-10-05,,In Progress,Install,,Low,
Helios-NewBay,Fremont,Bay-1,T-HE-04,FT-10595,Civil/anchoring check,Facilities,Controls Eng,2025-09-27,2025-10-01,2025-10-08,Done,Install,Layout approval,Medium,
Helios-NewBay,Fremont,Bay-1,T-HE-04,FT-10596,Power drop install,Facilities,Supplier Mgmt,2025-09-30,2025-10-04,2025-10-03,Done,Install,Layout approval,Low,
Helios-NewBay,Fremont,Bay-1,T-HE-04,FT-10597,Network VLAN approved,IT/Network,IT/Network,2025-10-03,2025-10-10,2025-10-08,Done,Install,Layout approval,Low,
Helios-NewBay,Fremont,Bay-1,T-HE-04,FT-10598,Exhaust hookup,Facilities,Facilities Eng,2025-10-06,2025-10-09,2025-10-16,Done,Install,Layout approval,High,
Helios-NewBay,Fremont,Bay-1,T-HE-04,FT-10599,CDA hookup,Facilities,Facilities Eng,2025-10-09,2025-10-15,2025-10-15,Done,Install,Layout approval,Medium,
Helios-NewBay,Fremont,Bay-1,T-HE-04,FT-10600,DI water hookup,Facilities,IT/Network,2025-10-12,2025-10-15,2025-10-13,Done,Install,Layout approval,High,
Helios-NewBay,Fremont,Bay-1,T-HE-04,FT-10601,Tool delivered to dock,SupplyChain,Mech Eng,2025-10-15,2025-10-26,,In Progress,Install,Layout approval,Low,
Helios-NewBay,Fremont,Bay-1,T-HE-04,FT-10602,Rigging scheduled,SupplyChain,EHS,2025-10-18,2025-10-27,2025-11-02,Done,Install,Tool delivered to dock,Low,
Helios-NewBay,Fremont,Bay-1,T-HE-04,FT-10603,Install tool in bay,Hardware,Mech Eng,2025-10-21,2025-11-01,,In Progress,Install,"Power drop install,Tool delivered to dock,Rigging scheduled,Exhaust hookup,CDA hookup",Medium,
Helios-NewBay,Fremont,Bay-1,T-HE-04,FT-10604,EHS walkdown,EHS,Mech Eng,2025-10-24,2025-11-02,,In Progress,Install,Install tool in bay,Medium,
Helios-NewBay,Fremont,Bay-1,T-HE-04,FT-10605,PLC flash + config,Controls,EHS,2025-10-27,2025-10-30,2025-10-30,Done,PowerOn,"Install tool in bay,Network VLAN approved",Low,
Helios-NewBay,Fremont,Bay-1,T-HE-04,FT-10606,IO checkout,Controls,Mech Eng,2025-10-30,2025-11-01,,Blocked,PowerOn,PLC flash + config,Low,
Helios-NewBay,Fremont,Bay-1,T-HE-04,FT-10607,Safety interlock validation,Controls,Facilities Eng,2025-11-02,2025-11-12,,Blocked,PowerOn,IO checkout,High,
Helios-NewBay,Fremont,Bay-1,T-HE-04,FT-10608,Dry run cycle,Controls,Supplier Mgmt,2025-11-05,2025-11-08,,Blocked,Comm,Safety interlock validation,Low,
Helios-NewBay,Fremont,Bay-1,T-HE-04,FT-10609,Process baseline run,Hardware,Mech Eng,2025-11-08,2025-11-18,,Blocked,Comm,Dry run cycle,Low,
Helios-NewBay,Fremont,Bay-1,T-HE-04,FT-10610,SAT dry-run,Hardware,EHS,2025-11-11,2025-11-13,2025-11-18,Done,SAT,"Process baseline run,EHS walkdown",High,
Helios-NewBay,Fremont,Bay-1,T-HE-04,FT-10611,SAT acceptance,Hardware,IT/Network,2025-11-14,2025-11-24,,Blocked,SAT,SAT dry-run,Low,
Helios-NewBay,Austin,Bay-6,T-HE-05,FT-10612,Layout approval,Facilities,Mech Eng,2025-11-05,2025-11-16,2025-11-19,Done,Install,,High,
Helios-NewBay,Austin,Bay-6,T-HE-05,FT-10613,Civil/anchoring check,Facilities,Controls Eng,2025-11-08,2025-11-11,2025-11-11,Done,Install,Layout approval,Low,
Helios-NewBay,Austin,Bay-6,T-HE-05,FT-10614,Power drop install,Facilities,Mech Eng,2025-11-11,2025-11-21,2025-11-22,Done,Install,Layout approval,Low,
Helios-NewBay,Austin,Bay-6,T-HE-05,FT-10615,Network VLAN approved,IT/Network,Controls Eng,2025-11-14,2025-11-24,2025-11-23,Done,Install,Layout approval,High,
Helios-NewBay,Austin,Bay-6,T-HE-05,FT-10616,Exhaust hookup,Facilities,EHS,2025-11-17,2025-11-23,,In Progress,Install,Layout approval,Low,
Helios-NewBay,Austin,Bay-6,T-HE-05,FT-10617,CDA hookup,Facilities,Mech Eng,2025-11-20,2025-11-27,2025-11-24,Done,Install,Layout approval,Low,
Helios-NewBay,Austin,Bay-6,T-HE-05,FT-10618,DI water hookup,Facilities,EHS,2025-11-23,2025-11-28,,In Progress,Install,Layout approval,Low,
Helios-NewBay,Austin,Bay-6,T-HE-05,FT-10619,Tool delivered to dock,SupplyChain,Supplier Mgmt,2025-11-26,2025-12-03,,In Progress,Install,Layout approval,High,
Helios-NewBay,Austin,Bay-6,T-HE-05,FT-10620,Rigging scheduled,SupplyChain,IT/Network,2025-11-29,2025-12-07,,In Progress,Install,Tool delivered to dock,Low,
Helios-NewBay,Austin,Bay-6,T-HE-05,FT-10621,Install tool in bay,Hardware,Mech Eng,2025-12-02,2025-12-06,2025-12-13,Done,Install,"Power drop install,Tool delivered to dock,Rigging scheduled,Exhaust hookup,CDA hookup",Low,
Helios-NewBay,Austin,Bay-6,T-HE-05,FT-10622,EHS walkdown,EHS,IT/Network,2025-12-05,2025-12-07,2025-12-13,Done,Install,Install tool in bay,Medium,
Helios-NewBay,Austin,Bay-6,T-HE-05,FT-10623,PLC flash + config,Controls,IT/Network,2025-12-08,2025-12-17,2025-12-17,Done,PowerOn,"Install tool in bay,Network VLAN approved",Low,
Helios-NewBay,Austin,Bay-6,T-HE-05,FT-10624,IO checkout,Controls,Facilities Eng,2025-12-11,2025-12-19,2025-12-18,Done,PowerOn,PLC flash + config,Low,
Helios-NewBay,Austin,Bay-6,T-HE-05,FT-10625,Safety interlock validation,Controls,Controls Eng,2025-12-14,2025-12-16,,Blocked,PowerOn,IO checkout,Medium,
Helios-NewBay,Austin,Bay-6,T-HE-05,FT-10626,Dry run cycle,Controls,IT/Network,2025-12-17,2025-12-20,,Blocked,Comm,Safety interlock validation,Low,
Helios-NewBay,Austin,Bay-6,T-HE-05,FT-10627,Process baseline run,Hardware,Mech Eng,2025-12-20,2025-12-22,,In Progress,Comm,Dry run cycle,Medium,
Helios-NewBay,Austin,Bay-6,T-HE-05,FT-10628,SAT dry-run,Hardware,EHS,2025-12-23,2025-12-27,,In Progress,SAT,"Process baseline run,EHS walkdown",High,
Helios-NewBay,Austin,Bay-6,T-HE-05,FT-10629,SAT acceptance,Hardware,Supplier Mgmt,2025-12-26,2025-12-30,,In Progress,SAT,SAT dry-run,Medium,
Helios-NewBay,SCC-Lab,Bay-3,T-HE-06,FT-10630,Layout approval,Facilities,Controls Eng,2025-10-27,2025-11-05,2025-11-11,Done,Install,,High,
Helios-NewBay,SCC-Lab,Bay-3,T-HE-06,FT-10631,Civil/anchoring check,Facilities,Supplier Mgmt,2025-10-30,2025-11-02,2025-11-02,Done,Install,Layout approval,Low,
Helios-NewBay,SCC-Lab,Bay-3,T-HE-06,FT-10632,Power drop install,Facilities,EHS,2025-11-02,2025-11-10,2025-11-17,Done,Install,Layout approval,Low,
Helios-NewBay,SCC-Lab,Bay-3,T-HE-06,FT-10633,Network VLAN approved,IT/Network,Facilities Eng,2025-11-05,2025-11-09,,In Progress,Install,Layout approval,High,
Helios-NewBay,SCC-Lab,Bay-3,T-HE-06,FT-10634,Exhaust hookup,Facilities,Mech Eng,2025-11-08,2025-11-19,2025-11-25,Done,Install,Layout approval,Low,
Helios-NewBay,SCC-Lab,Bay-3,T-HE-06,FT-10635,CDA hookup,Facilities,EHS,2025-11-11,2025-11-18,2025-11-23,Done,Install,Layout approval,Low,
Helios-NewBay,SCC-Lab,Bay-3,T-HE-06,FT-10636,DI water hookup,Facilities,Supplier Mgmt,2025-11-14,2025-11-19,,In Progress,Install,Layout approval,Medium,
Helios-NewBay,SCC-Lab,Bay-3,T-HE-06,FT-10637,Tool delivered to dock,SupplyChain,Supplier Mgmt,2025-11-17,2025-11-23,2025-11-28,Done,Install,Layout approval,Medium,
Helios-NewBay,SCC-Lab,Bay-3,T-HE-06,FT-10638,Rigging scheduled,SupplyChain,IT/Network,2025-11-20,2025-11-29,2025-11-29,Done,Install,Tool delivered to dock,Medium,
Helios-NewBay,SCC-Lab,Bay-3,T-HE-06,FT-10639,Install tool in bay,Hardware,Controls Eng,2025-11-23,2025-11-27,2025-11-28,Done,Install,"Power drop install,Tool delivered to dock,Rigging scheduled,Exhaust hookup,CDA hookup",Medium,
Helios-NewBay,SCC-Lab,Bay-3,T-HE-06,FT-10640,EHS walkdown,EHS,Controls Eng,2025-11-26,2025-11-29,2025-12-06,Done,Install,Install tool in bay,Low,
Helios-NewBay,SCC-Lab,Bay-3,T-HE-06,FT-10641,PLC flash + config,Controls,Supplier Mgmt,2025-11-29,2025-12-05,2025-12-06,Done,PowerOn,"Install tool in bay,Network VLAN approved",Medium,
Helios-NewBay,SCC-Lab,Bay-3,T-HE-06,FT-10642,IO checkout,Controls,Controls Eng,2025-12-02,2025-12-05,,In Progress,PowerOn,PLC flash + config,Low,
Helios-NewBay,SCC-Lab,Bay-3,T-HE-06,FT-10643,Safety interlock validation,Controls,Mech Eng,2025-12-05,2025-12-09,,In Progress,PowerOn,IO checkout,Low,
Helios-NewBay,SCC-Lab,Bay-3,T-HE-06,FT-10644,Dry run cycle,Controls,EHS,2025-12-08,2025-12-12,,Blocked,Comm,Safety interlock validation,Medium,
Helios-NewBay,SCC-Lab,Bay-3,T-HE-06,FT-10645,Process baseline run,Hardware,EHS,2025-12-11,2025-12-13,,Blocked,Comm,Dry run cycle,Low,
Helios-NewBay,SCC-Lab,Bay-3,T-HE-06,FT-10646,SAT dry-run,Hardware,Controls Eng,2025-12-14,2025-12-20,,Blocked,SAT,"Process baseline run,EHS walkdown",High,
Helios-NewBay,SCC-Lab,Bay-3,T-HE-06,FT-10647,SAT acceptance,Hardware,Mech Eng,2025-12-17,2025-12-28,,In Progress,SAT,SAT dry-run,Medium,
Helios-NewBay,Fremont,Bay-5,T-HE-07,FT-10648,Layout approval,Facilities,EHS,2025-10-30,2025-11-03,2025-10-31,Done,Install,,Low,
Helios-NewBay,Fremont,Bay-5,T-HE-07,FT-10649,Civil/anchoring check,Facilities,Mech Eng,2025-11-02,2025-11-08,2025-11-15,Done,Install,Layout approval,Low,
Helios-NewBay,Fremont,Bay-5,T-HE-07,FT-10650,Power drop install,Facilities,EHS,2025-11-05,2025-11-10,2025-11-08,Done,Install,Layout approval,Medium,
Helios-NewBay,Fremont,Bay-5,T-HE-07,FT-10651,Network VLAN approved,IT/Network,Controls Eng,2025-11-08,2025-11-19,2025-11-25,Done,Install,Layout approval,Medium,
Helios-NewBay,Fremont,Bay-5,T-HE-07,FT-10652,Exhaust hookup,Facilities,Mech Eng,2025-11-11,2025-11-17,2025-11-18,Done,Install,Layout approval,Low,
Helios-NewBay,Fremont,Bay-5,T-HE-07,FT-10653,CDA hookup,Facilities,EHS,2025-11-14,2025-11-22,2025-11-24,Done,Install,Layout approval,High,
Helios-NewBay,Fremont,Bay-5,T-HE-07,FT-10654,DI water hookup,Facilities,Mech Eng,2025-11-17,2025-11-22,2025-11-26,Done,Install,Layout approval,Medium,
Helios-NewBay,Fremont,Bay-5,T-HE-07,FT-10655,Tool delivered to dock,SupplyChain,Supplier Mgmt,2025-11-20,2025-11-23,2025-11-28,Done,Install,Layout approval,Low,
Helios-NewBay,Fremont,Bay-5,T-HE-07,FT-10656,Rigging scheduled,SupplyChain,Supplier Mgmt,2025-11-23,2025-11-29,,In Progress,Install,Tool delivered to dock,Low,
Helios-NewBay,Fremont,Bay-5,T-HE-07,FT-10657,Install tool in bay,Hardware,Facilities Eng,2025-11-26,2025-12-04,,In Progress,Install,"Power drop install,Tool delivered to dock,Rigging scheduled,Exhaust hookup,CDA hookup",Low,
Helios-NewBay,Fremont,Bay-5,T-HE-07,FT-10658,EHS walkdown,EHS,Supplier Mgmt,2025-11-29,2025-12-03,2025-12-06,Done,Install,Install tool in bay,Low,
Helios-NewBay,Fremont,Bay-5,T-HE-07,FT-10659,PLC flash + config,Controls,Facilities Eng,2025-12-02,2025-12-05,,In Progress,PowerOn,"Install tool in bay,Network VLAN approved",Low,
Helios-NewBay,Fremont,Bay-5,T-HE-07,FT-10660,IO checkout,Controls,Mech Eng,2025-12-05,2025-12-08,2025-12-09,Done,PowerOn,PLC flash + config,Medium,
Helios-NewBay,Fremont,Bay-5,T-HE-07,FT-10661,Safety interlock validation,Controls,Supplier Mgmt,2025-12-08,2025-12-11,2025-12-11,Done,PowerOn,IO checkout,High,
Helios-NewBay,Fremont,Bay-5,T-HE-07,FT-10662,Dry run cycle,Controls,EHS,2025-12-11,2025-12-16,2025-12-13,Done,Comm,Safety interlock validation,Medium,
Helios-NewBay,Fremont,Bay-5,T-HE-07,FT-10663,Process baseline run,Hardware,Facilities Eng,2025-12-14,2025-12-18,,In Progress,Comm,Dry run cycle,Medium,
Helios-NewBay,Fremont,Bay-5,T-HE-07,FT-10664,SAT dry-run,Hardware,Mech Eng,2025-12-17,2025-12-24,2025-12-26,Done,SAT,"Process baseline run,EHS walkdown",High,
Helios-NewBay,Fremont,Bay-5,T-HE-07,FT-10665,SAT acceptance,Hardware,IT/Network,2025-12-20,2025-12-26,,In Progress,SAT,SAT dry-run,Low,
Helios-NewBay,Hillsboro,Bay-7,T-HE-08,FT-10666,Layout approval,Facilities,Mech Eng,2025-10-06,2025-10-08,2025-10-06,Done,Install,,Medium,
Helios-NewBay,Hillsboro,Bay-7,T-HE-08,FT-10667,Civil/anchoring check,Facilities,Mech Eng,2025-10-09,2025-10-20,,In Progress,Install,Layout approval,Medium,
Helios-NewBay,Hillsboro,Bay-7,T-HE-08,FT-10668,Power drop install,Facilities,IT/Network,2025-10-12,2025-10-15,2025-10-16,Done,Install,Layout approval,Low,
Helios-NewBay,Hillsboro,Bay-7,T-HE-08,FT-10669,Network VLAN approved,IT/Network,Mech Eng,2025-10-15,2025-10-25,2025-10-27,Done,Install,Layout approval,High,
Helios-NewBay,Hillsboro,Bay-7,T-HE-08,FT-10670,Exhaust hookup,Facilities,Controls Eng,2025-10-18,2025-10-22,2025-10-24,Done,Install,Layout approval,High,
Helios-NewBay,Hillsboro,Bay-7,T-HE-08,FT-10671,CDA hookup,Facilities,Controls Eng,2025-10-21,2025-10-26,2025-10-29,Done,Install,Layout approval,Low,
Helios-NewBay,Hillsboro,Bay-7,T-HE-08,FT-10672,DI water hookup,Facilities,Mech Eng,2025-10-24,2025-10-30,2025-11-06,Done,Install,Layout approval,Low,
Helios-NewBay,Hillsboro,Bay-7,T-HE-08,FT-10673,Tool delivered to dock,SupplyChain,EHS,2025-10-27,2025-11-03,2025-11-05,Done,Install,Layout approval,High,
Helios-NewBay,Hillsboro,Bay-7,T-HE-08,FT-10674,Rigging scheduled,SupplyChain,Controls Eng,2025-10-30,2025-11-10,2025-11-13,Done,Install,Tool delivered to dock,Low,
Helios-NewBay,Hillsboro,Bay-7,T-HE-08,FT-10675,Install tool in bay,Hardware,IT/Network,2025-11-02,2025-11-10,,In Progress,Install,"Power drop install,Tool delivered to dock,Rigging scheduled,Exhaust hookup,CDA hookup",Medium,
Helios-NewBay,Hillsboro,Bay-7,T-HE-08,FT-10676,EHS walkdown,EHS,Supplier Mgmt,2025-11-05,2025-11-09,,In Progress,Install,Install tool in bay,Low,
Helios-NewBay,Hillsboro,Bay-7,T-HE-08,FT-10677,PLC flash + config,Controls,Supplier Mgmt,2025-11-08,2025-11-13,,In Progress,PowerOn,"Install tool in bay,Network VLAN approved",Medium,
Helios-NewBay,Hillsboro,Bay-7,T-HE-08,FT-10678,IO checkout,Controls,Supplier Mgmt,2025-11-11,2025-11-18,,In Progress,PowerOn,PLC flash + config,High,
Helios-NewBay,Hillsboro,Bay-7,T-HE-08,FT-10679,Safety interlock validation,Controls,Controls Eng,2025-11-14,2025-11-24,,Blocked,PowerOn,IO checkout,Low,
Helios-NewBay,Hillsboro,Bay-7,T-HE-08,FT-10680,Dry run cycle,Controls,Supplier Mgmt,2025-11-17,2025-11-23,2025-11-21,Done,Comm,Safety interlock validation,Low,
Helios-NewBay,Hillsboro,Bay-7,T-HE-08,FT-10681,Process baseline run,Hardware,IT/Network,2025-11-20,2025-11-27,,In Progress,Comm,Dry run cycle,Low,
Helios-NewBay,Hillsboro,Bay-7,T-HE-08,FT-10682,SAT dry-run,Hardware,Controls Eng,2025-11-23,2025-11-25,,Blocked,SAT,"Process baseline run,EHS walkdown",Low,
Helios-NewBay,Hillsboro,Bay-7,T-HE-08,FT-10683,SAT acceptance,Hardware,Mech Eng,2025-11-26,2025-11-28,,In Progress,SAT,SAT dry-run,High,
Helios-NewBay,Austin,Bay-4,T-HE-09,FT-10684,Layout approval,Facilities,EHS,2025-12-02,2025-12-13,2025-12-16,Done,Install,,High,
Helios-NewBay,Austin,Bay-4,T-HE-09,FT-10685,Civil/anchoring check,Facilities,Supplier Mgmt,2025-12-05,2025-12-10,2025-12-09,Done,Install,Layout approval,High,
Helios-NewBay,Austin,Bay-4,T-HE-09,FT-10686,Power drop install,Facilities,IT/Network,2025-12-08,2025-12-14,2025-12-19,Done,Install,Layout approval,Low,
Helios-NewBay,Austin,Bay-4,T-HE-09,FT-10687,Network VLAN approved,IT/Network,Supplier Mgmt,2025-12-11,2025-12-15,2025-12-16,Done,Install,Layout approval,Medium,
Helios-NewBay,Austin,Bay-4,T-HE-09,FT-10688,Exhaust hookup,Facilities,Mech Eng,2025-12-14,2025-12-23,2025-12-29,Done,Install,Layout approval,Medium,
Helios-NewBay,Austin,Bay-4,T-HE-09,FT-10689,CDA hookup,Facilities,IT/Network,2025-12-17,2025-12-23,,In Progress,Install,Layout approval,Medium,
Helios-NewBay,Austin,Bay-4,T-HE-09,FT-10690,DI water hookup,Facilities,Facilities Eng,2025-12-20,2025-12-27,,In Progress,Install,Layout approval,Medium,
Helios-NewBay,Austin,Bay-4,T-HE-09,FT-10691,Tool delivered to dock,SupplyChain,Controls Eng,2025-12-23,2025-12-25,,In Progress,Install,Layout approval,High,
Helios-NewBay,Austin,Bay-4,T-HE-09,FT-10692,Rigging scheduled,SupplyChain,IT/Network,2025-12-26,2026-01-02,2026-01-06,Done,Install,Tool delivered to dock,Low,
Helios-NewBay,Austin,Bay-4,T-HE-09,FT-10693,Install tool in bay,Hardware,EHS,2025-12-29,2026-01-09,2026-01-10,Done,Install,"Power drop install,Tool delivered to dock,Rigging scheduled,Exhaust hookup,CDA hookup",Medium,
Helios-NewBay,Austin,Bay-4,T-HE-09,FT-10694,EHS walkdown,EHS,Controls Eng,2026-01-01,2026-01-10,,In Progress,Install,Install tool in bay,Low,
Helios-NewBay,Austin,Bay-4,T-HE-09,FT-10695,PLC flash + config,Controls,Facilities Eng,2026-01-04,2026-01-10,,In Progress,PowerOn,"Install tool in bay,Network VLAN approved",Low,
Helios-NewBay,Austin,Bay-4,T-HE-09,FT-10696,IO checkout,Controls,Mech Eng,2026-01-07,2026-01-16,,Blocked,PowerOn,PLC flash + config,Low,
Helios-NewBay,Austin,Bay-4,T-HE-09,FT-10697,Safety interlock validation,Controls,Controls Eng,2026-01-10,2026-01-18,,In Progress,PowerOn,IO checkout,Medium,
Helios-NewBay,Austin,Bay-4,T-HE-09,FT-10698,Dry run cycle,Controls,Supplier Mgmt,2026-01-13,2026-01-19,,Blocked,Comm,Safety interlock validation,Medium,
Helios-NewBay,Austin,Bay-4,T-HE-09,FT-10699,Process baseline run,Hardware,Facilities Eng,2026-01-16,2026-01-22,,Blocked,Comm,Dry run cycle,Low,
Helios-NewBay,Austin,Bay-4,T-HE-09,FT-10700,SAT dry-run,Hardware,IT/Network,2026-01-19,2026-01-25,,Blocked,SAT,"Process baseline run,EHS walkdown",Low,
Helios-NewBay,Austin,Bay-4,T-HE-09,FT-10701,SAT acceptance,Hardware,EHS,2026-01-22,2026-01-30,,Blocked,SAT,SAT dry-run,Medium,
Helios-NewBay,Austin,Bay-4,T-HE-10,FT-10702,Layout approval,Facilities,EHS,2025-09-14,2025-09-24,2025-09-29,Done,Install,,Low,
Helios-NewBay,Austin,Bay-4,T-HE-10,FT-10703,Civil/anchoring check,Facilities,Mech Eng,2025-09-17,2025-09-25,2025-09-27,Done,Install,Layout approval,Medium,
Helios-NewBay,Austin,Bay-4,T-HE-10,FT-10704,Power drop install,Facilities,Facilities Eng,2025-09-20,2025-09-24,2025-09-29,Done,Install,Layout approval,High,
Helios-NewBay,Austin,Bay-4,T-HE-10,FT-10705,Network VLAN approved,IT/Network,Supplier Mgmt,2025-09-23,2025-09-25,2025-10-01,Done,Install,Layout approval,High,
Helios-NewBay,Austin,Bay-4,T-HE-10,FT-10706,Exhaust hookup,Facilities,Facilities Eng,2025-09-26,2025-09-30,,In Progress,Install,Layout approval,Low,
Helios-NewBay,Austin,Bay-4,T-HE-10,FT-10707,CDA hookup,Facilities,IT/Network,2025-09-29,2025-10-05,2025-10-02,Done,Install,Layout approval,Low,
Helios-NewBay,Austin,Bay-4,T-HE-10,FT-10708,DI water hookup,Facilities,Mech Eng,2025-10-02,2025-10-10,,In Progress,Install,Layout approval,Medium,
Helios-NewBay,Austin,Bay-4,T-HE-10,FT-10709,Tool delivered to dock,SupplyChain,Controls Eng,2025-10-05,2025-10-16,,In Progress,Install,Layout approval,Low,
Helios-NewBay,Austin,Bay-4,T-HE-10,FT-10710,Rigging scheduled,SupplyChain,Controls Eng,2025-10-08,2025-10-13,2025-10-20,Done,Install,Tool delivered to dock,Low,
Helios-NewBay,Austin,Bay-4,T-HE-10,FT-10711,Install tool in bay,Hardware,Facilities Eng,2025-10-11,2025-10-20,2025-10-25,Done,Install,"Power drop install,Tool delivered to dock,Rigging scheduled,Exhaust hookup,CDA hookup",Low,
Helios-NewBay,Austin,Bay-4,T-HE-10,FT-10712,EHS walkdown,EHS,Controls Eng,2025-10-14,2025-10-22,,Blocked,Install,Install tool in bay,Low,
Helios-NewBay,Austin,Bay-4,T-HE-10,FT-10713,PLC flash + config,Controls,IT/Network,2025-10-17,2025-10-25,,In Progress,PowerOn,"Install tool in bay,Network VLAN approved",Low,
Helios-NewBay,Austin,Bay-4,T-HE-10,FT-10714,IO checkout,Controls,IT/Network,2025-10-20,2025-10-26,,Blocked,PowerOn,PLC flash + config,Medium,
Helios-NewBay,Austin,Bay-4,T-HE-10,FT-10715,Safety interlock validation,Controls,EHS,2025-10-23,2025-10-30,,In Progress,PowerOn,IO checkout,Medium,
Helios-NewBay,Austin,Bay-4,T-HE-10,FT-10716,Dry run cycle,Controls,EHS,2025-10-26,2025-11-06,2025-11-04,Done,Comm,Safety interlock validation,Low,
Helios-NewBay,Austin,Bay-4,T-HE-10,FT-10717,Process baseline run,Hardware,EHS,2025-10-29,2025-11-01,,In Progress,Comm,Dry run cycle,Low,
Helios-NewBay,Austin,Bay-4,T-HE-10,FT-10718,SAT dry-run,Hardware,Controls Eng,2025-11-01,2025-11-11,,In Progress,SAT,"Process baseline run,EHS walkdown",High,
Helios-NewBay,Austin,Bay-4,T-HE-10,FT-10719,SAT acceptance,Hardware,EHS,2025-11-04,2025-11-10,,In Progress,SAT,SAT dry-run,Low,
Atlas-Sustaining,Austin,Bay-7,T-AT-01,FT-10720,Layout approval,Facilities,Controls Eng,2025-11-04,2025-11-06,2025-11-05,Done,Install,,Low,
Atlas-Sustaining,Austin,Bay-7,T-AT-01,FT-10721,Civil/anchoring check,Facilities,IT/Network,2025-11-07,2025-11-17,2025-11-22,Done,Install,Layout approval,Low,
Atlas-Sustaining,Austin,Bay-7,T-AT-01,FT-10722,Power drop install,Facilities,IT/Network,2025-11-10,2025-11-15,2025-11-21,Done,Install,Layout approval,Low,
Atlas-Sustaining,Austin,Bay-7,T-AT-01,FT-10723,Network VLAN approved,IT/Network,Controls Eng,2025-11-13,2025-11-19,2025-11-18,Done,Install,Layout approval,Low,
Atlas-Sustaining,Austin,Bay-7,T-AT-01,FT-10724,Exhaust hookup,Facilities,Mech Eng,2025-11-16,2025-11-23,,In Progress,Install,Layout approval,Medium,
Atlas-Sustaining,Austin,Bay-7,T-AT-01,FT-10725,CDA hookup,Facilities,Facilities Eng,2025-11-19,2025-11-22,2025-11-28,Done,Install,Layout approval,Low,
Atlas-Sustaining,Austin,Bay-7,T-AT-01,FT-10726,DI water hookup,Facilities,Mech Eng,2025-11-22,2025-12-03,2025-12-04,Done,Install,Layout approval,Medium,
Atlas-Sustaining,Austin,Bay-7,T-AT-01,FT-10727,Tool delivered to dock,SupplyChain,Mech Eng,2025-11-25,2025-12-03,,In Progress,Install,Layout approval,Low,
Atlas-Sustaining,Austin,Bay-7,T-AT-01,FT-10728,Rigging scheduled,SupplyChain,IT/Network,2025-11-28,2025-12-09,,In Progress,Install,Tool delivered to dock,Medium,
Atlas-Sustaining,Austin,Bay-7,T-AT-01,FT-10729,Install tool in bay,Hardware,EHS,2025-12-01,2025-12-06,,In Progress,Install,"Power drop install,Tool delivered to dock,Rigging scheduled,Exhaust hookup,CDA hookup",Low,
Atlas-Sustaining,Austin,Bay-7,T-AT-01,FT-10730,EHS walkdown,EHS,Facilities Eng,2025-12-04,2025-12-12,,Blocked,Install,Install tool in bay,Low,
Atlas-Sustaining,Austin,Bay-7,T-AT-01,FT-10731,PLC flash + config,Controls,IT/Network,2025-12-07,2025-12-11,2025-12-15,Done,PowerOn,"Install tool in bay,Network VLAN approved",Low,
Atlas-Sustaining,Austin,Bay-7,T-AT-01,FT-10732,IO checkout,Controls,Controls Eng,2025-12-10,2025-12-21,2025-12-28,Done,PowerOn,PLC flash + config,Medium,
Atlas-Sustaining,Austin,Bay-7,T-AT-01,FT-10733,Safety interlock validation,Controls,Supplier Mgmt,2025-12-13,2025-12-20,,In Progress,PowerOn,IO checkout,High,
